date,close
2026-08-11,502.86334228515625
2026-08-12,491.5047302246094
2026-08-13,495.9463806152344
2026-08-14,494.4691467285156
2026-08-17,479.44744873046875
2026-08-18,480.72503662109375
2026-08-19,483.3999938964844
2026-08-20,481.1499938964844
2026-08-21,483.239990234375
2026-08-24,487.30999755859375
2026-08-25,491.7099914550781
2026-08-26,496.3699951171875
2026-08-27,505.05999755859375
2026-08-28,513.530029296875
2026-08-31,507.2900085449219
2026-09-01,501.0199890136719
2026-09-02,496.82000732421875
2026-09-03,510.1199951171875
2026-09-04,499.70001220703125
